tipe_iphone,kapasitas_storage,battery_health,garansi_status,sinyal_status,bluetooth_status,biometrik_status,part_status,kamera_status,beli_di,icloud_status,jangka_pakai,skor_persen,label_kelayakan
2,64,82,1,0,1,1,2,0,1,1,0,10,0
4,256,84,0,1,2,2,3,2,1,1,0,10,0
1,512,89,2,0,0,1,0,0,1,1,0,10,0
3,256,99,2,1,1,1,1,0,0,0,1,35,0
0,512,73,1,1,2,1,3,0,0,2,1,10,0
2,256,73,2,2,1,1,2,0,0,1,0,10,0
4,512,99,1,2,2,0,0,0,1,0,0,35,0
4,128,73,1,3,0,0,2,2,1,0,0,10,0
0,64,68,1,1,2,1,0,2,0,0,0,15,0
3,64,88,2,0,0,1,0,1,1,2,0,10,0
1,512,74,0,1,1,2,3,1,0,1,1,10,0
3,256,80,1,3,0,1,2,0,1,2,1,10,0
3,128,87,0,1,0,0,0,0,1,0,1,90,2
3,256,74,0,1,1,2,2,2,0,2,1,10,0
0,64,76,0,3,0,1,0,1,0,1,0,10,0
0,64,81,0,1,0,2,3,0,0,0,1,55,1
1,256,60,0,2,2,1,1,0,0,2,1,10,0
3,512,54,1,3,0,2,1,1,1,1,0,10,0
0,512,93,2,2,2,2,1,1,1,1,0,10,0
1,256,82,0,3,0,0,1,0,0,1,0,30,0
1,64,68,2,1,1,2,3,1,0,1,1,10,0
3,256,92,2,2,0,1,3,1,1,0,0,10,0
2,64,96,1,2,0,2,3,1,0,0,1,10,0
3,256,65,0,0,0,1,2,2,1,2,1,10,0
2,512,84,2,2,2,1,0,0,1,1,0,10,0
1,128,60,2,2,1,0,0,1,0,1,0,10,0
0,64,60,0,1,1,2,1,1,0,0,1,15,0
4,128,59,1,2,0,0,1,0,0,2,1,10,0
1,512,83,1,2,0,1,0,2,1,2,0,10,0
0,256,54,0,2,2,2,0,0,1,0,1,10,0
1,512,72,2,1,1,2,0,1,1,0,1,10,0
3,128,74,1,3,0,1,3,1,1,0,1,10,0
2,512,78,1,1,0,0,3,0,0,0,1,80,2
1,512,89,2,2,1,0,3,2,0,0,1,10,0
0,256,62,2,3,0,2,1,0,1,0,0,10,0
3,128,96,2,1,0,0,3,0,1,2,1,15,0
4,128,81,2,1,1,2,0,0,0,0,0,35,0
3,128,83,0,3,2,0,1,2,0,0,1,30,0
2,64,61,2,0,0,1,1,0,1,2,0,10,0
3,512,73,1,2,0,1,3,0,1,2,1,10,0
4,128,89,2,0,1,1,1,0,0,1,1,10,0
0,512,70,2,2,1,2,0,1,0,1,0,10,0
1,256,78,0,2,2,2,1,2,0,2,0,10,0
2,256,100,0,0,2,1,2,1,1,0,1,10,0
4,64,72,2,0,0,1,0,1,1,2,0,10,0
2,64,82,0,2,2,0,0,0,0,0,0,45,0
3,256,57,0,3,2,1,3,1,1,0,0,10,0
2,128,91,0,3,2,1,0,0,0,0,0,20,0
4,256,62,0,0,0,1,0,0,1,2,0,10,0
1,512,54,2,0,2,2,1,0,1,0,1,10,0
1,64,90,0,1,2,2,2,1,0,2,1,10,0
2,64,59,0,3,2,1,1,2,0,0,0,10,0
0,256,63,1,3,1,0,2,0,1,0,1,10,0
2,128,73,2,2,2,0,0,2,0,2,1,10,0
3,128,60,0,1,2,1,1,2,1,2,0,10,0
1,512,95,1,2,1,2,1,1,1,0,1,10,0
1,64,52,0,1,1,1,3,0,0,0,1,10,0
1,256,78,2,3,0,0,1,1,0,1,0,10,0
0,256,97,1,2,0,2,2,2,0,2,0,10,0
0,64,79,1,1,1,2,2,2,0,1,1,10,0
4,256,98,2,2,0,2,0,2,0,1,1,10,0
2,64,86,1,1,2,1,3,0,1,1,0,10,0
2,128,56,1,0,0,1,3,0,0,2,1,10,0
3,128,66,0,2,2,1,1,1,1,0,1,10,0
1,256,69,1,0,2,0,0,2,1,0,1,30,0
0,128,60,2,1,2,2,2,0,0,2,0,10,0
3,128,93,0,2,1,2,3,2,0,1,1,10,0
3,512,74,1,1,0,0,0,0,1,2,1,30,0
0,64,73,0,1,0,0,1,1,0,0,1,65,1
2,64,51,2,0,1,2,3,2,0,2,0,10,0
1,256,76,1,2,1,2,1,0,0,1,0,10,0
2,64,68,2,3,0,0,2,1,1,2,1,10,0
3,512,78,2,1,1,1,2,1,0,0,0,10,0
1,256,86,1,0,1,1,0,0,0,0,0,50,1
4,256,60,1,3,2,1,1,1,1,0,0,10,0
3,64,68,0,0,2,0,0,0,0,1,1,15,0
2,128,77,2,0,2,2,2,2,1,0,1,10,0
2,128,88,1,0,1,0,3,1,0,0,0,40,0
2,128,70,2,1,1,1,2,2,0,2,0,10,0
0,128,75,1,3,2,1,0,0,0,2,0,10,0
3,512,71,2,1,2,1,1,2,0,1,0,10,0
1,256,55,0,1,0,0,2,1,0,1,1,10,0
2,128,60,2,2,2,0,0,1,1,2,0,10,0
2,512,63,1,3,2,1,1,1,1,0,1,10,0
0,256,85,0,2,0,1,0,1,1,2,0,10,0
1,64,89,0,0,0,2,2,0,0,2,0,15,0
3,64,90,1,3,0,0,1,2,0,0,0,55,1
4,512,51,0,3,0,2,2,0,1,2,1,10,0
0,256,92,2,1,1,1,2,1,1,2,0,10,0
3,128,69,2,0,0,1,2,2,0,0,1,10,0
4,256,71,1,1,0,1,2,1,0,0,0,20,0
2,128,88,2,2,1,2,2,2,1,1,0,10,0
2,512,53,1,0,0,0,0,2,1,1,1,15,0
1,128,78,0,1,0,0,3,1,0,2,0,25,0
4,512,95,2,1,0,2,3,0,0,1,1,10,0
2,256,73,1,1,1,0,2,1,0,0,0,20,0
2,256,50,2,0,2,2,2,2,0,0,1,10,0
1,128,73,0,2,0,2,2,0,1,1,1,10,0
3,256,79,0,3,0,0,1,0,1,0,1,60,1
2,128,61,2,1,0,0,2,0,0,0,1,45,0
0,256,68,0,0,0,2,1,0,0,2,0,15,0
0,64,86,1,3,1,0,0,2,1,0,1,20,0
3,128,89,2,1,2,0,3,2,1,2,1,10,0
4,512,92,2,0,0,2,2,1,0,0,1,25,0
1,64,53,0,2,0,1,3,2,1,2,0,10,0
0,512,64,1,1,1,2,0,1,1,1,1,10,0
0,256,69,2,0,2,0,3,2,1,2,0,10,0
3,64,93,2,1,2,1,0,1,1,0,0,10,0
4,256,69,0,0,2,0,2,0,1,2,1,10,0
4,128,70,0,2,0,2,0,0,0,2,1,10,0
3,512,59,1,2,0,2,2,2,0,2,0,10,0
0,256,79,1,0,0,2,3,0,0,1,0,15,0
1,512,73,0,3,1,1,0,1,1,0,1,10,0
0,512,97,1,2,1,0,1,1,0,2,1,10,0
4,256,89,0,1,1,1,1,0,0,1,0,10,0
0,128,89,2,2,0,2,1,0,1,2,1,10,0
1,512,87,0,1,0,0,2,0,0,2,0,40,0
2,256,52,0,2,0,2,0,2,1,0,1,10,0
0,128,78,0,2,2,0,1,1,0,1,0,10,0
3,256,57,2,1,1,1,2,2,1,2,0,10,0
2,128,78,1,2,1,1,1,2,0,0,0,10,0
3,512,59,1,1,2,1,3,1,0,2,1,10,0
3,64,54,1,1,2,1,3,1,1,0,0,10,0
3,256,60,0,2,2,0,3,1,0,1,0,10,0
0,512,53,0,2,0,0,1,2,1,1,1,10,0
4,256,98,1,1,2,1,2,1,0,1,1,10,0
2,256,84,2,0,0,1,1,0,0,2,0,20,0
1,128,99,2,2,0,0,2,1,0,1,1,10,0
4,256,89,2,3,1,2,1,2,1,1,1,10,0
0,128,61,2,2,2,1,2,0,0,0,1,10,0
3,512,70,0,0,0,0,1,0,0,1,1,40,0
1,256,65,1,0,0,1,0,2,0,0,0,40,0
2,512,63,2,2,2,0,0,2,0,1,1,10,0
4,64,70,0,2,0,1,2,1,0,2,0,10,0
4,512,97,0,3,0,1,3,0,1,2,0,10,0
1,256,76,0,2,0,2,3,1,1,1,1,10,0
0,64,85,1,0,2,2,3,0,0,0,0,30,0
2,128,50,0,3,0,2,2,2,0,2,0,10,0
1,64,50,1,2,1,2,0,0,1,2,1,10,0
3,256,71,1,3,2,1,2,0,1,2,0,10,0
2,256,64,1,3,1,1,1,0,0,0,0,10,0
4,512,69,1,0,1,2,1,1,0,1,1,10,0
1,128,52,0,0,1,2,1,0,1,2,1,10,0
4,256,63,0,1,0,1,1,1,1,2,1,10,0
4,256,58,0,0,0,0,1,0,1,2,0,30,0
4,128,68,2,1,1,2,1,1,1,2,1,10,0
0,128,89,2,0,1,0,3,1,1,2,0,10,0
4,512,83,1,0,2,1,3,0,1,2,0,10,0
3,64,53,1,1,1,0,1,2,0,1,1,10,0
3,128,82,1,1,0,2,2,2,1,2,0,10,0
2,256,92,1,1,1,2,0,0,1,2,0,10,0
4,128,86,1,3,1,2,1,0,1,2,0,10,0
4,256,51,2,1,2,2,1,2,0,1,0,10,0
1,512,76,1,3,1,2,2,1,0,0,0,10,0
0,64,94,0,3,2,1,3,2,0,0,1,10,0
2,512,66,1,1,2,0,2,2,0,2,1,10,0
4,128,98,0,1,1,1,0,2,1,1,0,10,0
1,256,99,0,1,1,1,0,1,0,1,1,10,0
0,128,80,0,0,0,1,2,2,1,0,0,30,0
2,128,90,0,0,0,0,1,0,0,0,0,100,2
2,128,55,1,1,2,0,3,0,1,1,0,10,0
4,128,80,1,2,2,1,1,1,0,2,0,10,0
2,64,52,1,1,0,0,1,0,0,1,0,40,0
1,256,89,1,2,2,1,1,1,0,0,1,10,0
2,128,52,1,0,0,1,1,2,0,1,1,10,0
3,256,82,2,0,2,2,3,2,0,2,1,10,0
1,64,62,0,2,0,0,2,0,0,2,0,10,0
0,256,70,0,0,0,2,0,0,1,0,1,45,0
0,256,86,2,1,2,1,0,2,0,1,0,10,0
4,64,65,2,2,2,1,3,2,1,1,0,10,0
4,128,70,1,2,2,1,2,0,0,2,1,10,0
3,256,97,1,3,1,2,3,1,1,1,0,10,0
0,512,93,0,0,1,2,1,1,1,2,0,10,0
0,256,62,1,2,2,1,3,1,0,2,1,10,0
0,128,53,0,2,2,2,2,0,1,1,0,10,0
0,512,80,1,2,2,1,0,1,1,0,0,10,0
2,128,58,1,0,2,1,3,1,1,1,1,10,0
1,256,97,0,2,0,2,0,2,1,1,0,10,0
1,64,82,2,2,1,0,0,2,0,0,0,15,0
3,128,86,2,1,2,1,0,2,1,1,0,10,0
2,128,86,1,1,1,1,2,2,1,2,1,10,0
0,64,73,2,3,1,2,1,2,0,1,1,10,0
0,256,74,1,2,0,2,1,0,1,2,0,10,0
4,128,100,2,0,2,2,2,1,0,0,0,10,0
4,256,90,2,3,1,1,1,1,0,1,0,10,0
3,256,78,0,3,0,0,1,0,0,1,0,30,0
0,256,89,2,3,2,0,1,1,0,0,0,15,0
3,64,100,1,2,2,0,3,1,0,0,0,10,0
2,256,99,0,3,1,1,1,1,1,2,1,10,0
1,256,96,2,0,0,2,3,2,1,0,0,15,0
0,512,85,0,1,0,0,0,2,1,2,0,35,0
2,512,64,2,1,0,0,3,0,1,0,1,35,0
0,512,94,1,2,0,0,1,2,0,2,1,15,0
4,128,67,1,0,2,1,2,1,1,0,1,10,0
3,128,69,0,0,1,2,0,0,1,2,0,10,0
4,512,54,2,0,1,2,0,1,0,2,0,10,0
1,64,67,2,2,0,2,3,1,0,1,0,10,0
4,64,89,0,0,0,2,2,0,0,2,0,15,0
0,512,50,0,1,0,0,1,1,1,1,0,15,0
4,128,68,1,0,1,2,3,0,0,1,1,10,0
0,128,72,0,0,2,0,3,0,1,0,0,25,0
1,64,75,2,2,2,1,0,1,1,1,0,10,0
4,256,98,0,3,0,1,3,1,0,2,1,10,0
3,64,78,1,3,2,1,2,1,1,0,1,10,0
3,256,83,0,2,2,2,3,1,1,2,0,10,0
3,128,68,2,2,1,2,3,0,1,1,1,10,0
4,128,97,0,2,0,0,2,2,1,1,1,10,0
4,512,67,0,2,2,2,3,1,1,1,0,10,0
4,128,51,0,0,0,1,1,0,0,1,0,15,0
0,256,76,1,0,0,2,3,2,1,2,1,10,0
1,64,55,1,3,2,0,1,0,1,2,1,10,0
3,512,88,1,2,1,1,2,2,1,0,1,10,0
0,256,55,1,2,2,1,1,2,0,0,1,10,0
3,64,55,2,0,1,0,2,2,1,2,1,10,0
0,64,80,2,2,2,1,1,1,0,2,0,10,0
4,64,90,1,1,0,0,1,2,0,1,1,45,0
3,128,89,1,0,1,0,2,2,1,1,1,10,0
4,64,79,1,1,1,2,2,0,0,0,1,30,0
3,128,70,0,0,0,1,1,1,0,0,0,40,0
2,64,90,2,0,2,2,2,0,0,0,0,15,0
0,64,93,0,0,1,2,0,1,0,2,1,10,0
2,128,67,1,3,2,0,3,1,1,0,1,10,0
0,128,72,2,3,2,0,1,1,0,2,0,10,0
1,256,87,1,0,2,2,0,2,0,2,0,10,0
3,64,72,0,0,0,0,0,1,1,0,0,55,1
1,128,77,2,0,2,1,0,1,0,2,1,10,0
1,256,85,0,0,0,1,2,1,0,2,1,10,0
0,256,74,2,2,1,2,3,1,0,0,0,10,0
2,128,56,1,2,2,1,1,0,0,0,1,10,0
4,64,67,2,2,1,2,3,2,0,0,0,10,0
0,256,69,0,3,2,1,1,1,1,0,1,10,0
4,64,54,0,1,1,0,3,2,1,1,1,10,0
1,64,67,0,0,0,1,3,2,0,1,0,10,0
4,256,91,0,2,1,0,0,1,0,1,0,10,0
2,128,89,1,2,1,2,2,1,1,0,0,10,0
0,64,82,0,2,2,1,1,2,1,1,1,10,0
2,512,64,1,0,2,0,1,2,0,0,0,40,0
2,128,84,2,0,2,0,1,0,1,1,0,10,0
0,256,96,0,1,2,2,0,2,1,2,0,10,0
2,512,95,2,3,0,2,0,1,1,0,0,10,0
3,64,50,2,1,1,1,0,2,0,1,1,10,0
3,128,70,1,0,1,1,0,1,0,1,0,10,0
3,512,57,0,1,0,1,0,0,0,0,1,55,1
4,128,56,1,2,1,0,3,1,1,2,0,10,0
2,64,90,0,1,2,2,1,1,0,1,0,10,0
0,128,99,2,2,2,1,3,2,1,0,0,10,0
0,512,93,1,1,2,1,0,2,0,1,1,10,0
4,128,89,0,2,1,0,2,1,0,2,1,10,0
0,256,89,2,1,0,1,0,0,1,0,1,50,1
3,256,79,1,3,0,0,0,1,0,1,0,15,0
2,512,87,1,1,1,0,0,1,1,1,0,10,0
0,128,84,1,0,0,2,1,1,0,0,0,60,1
0,512,51,1,0,0,0,1,1,0,2,0,25,0
1,128,95,2,2,2,2,2,0,1,1,0,10,0
1,64,57,2,0,1,0,1,1,1,2,0,10,0
1,256,87,2,2,0,2,0,1,0,0,1,15,0
2,64,53,2,3,1,0,2,1,1,1,1,10,0
3,128,86,0,0,2,1,2,2,0,1,1,10,0
3,64,70,2,0,2,2,2,2,0,2,0,10,0
3,512,62,1,2,0,2,0,0,0,2,0,10,0
2,512,58,1,3,1,0,1,0,1,2,0,10,0
2,128,94,1,3,1,1,3,1,1,0,1,10,0
1,256,78,1,1,2,1,1,0,0,2,0,10,0
0,512,90,0,2,2,2,3,1,0,1,0,10,0
4,256,73,1,2,2,1,0,0,1,0,1,10,0
4,128,65,1,3,0,1,1,2,0,0,0,10,0
0,256,61,1,2,1,0,0,1,0,0,1,10,0
1,128,51,2,0,0,1,0,1,1,1,0,10,0
0,64,68,2,0,1,1,2,2,0,2,0,10,0
0,128,79,0,0,2,1,1,0,1,0,0,40,0
4,64,65,0,2,0,1,2,1,1,0,1,10,0
1,128,73,0,1,0,0,1,2,1,1,0,15,0
2,512,62,1,1,0,0,0,0,0,1,1,40,0
4,512,54,0,3,2,1,2,0,1,2,1,10,0
2,256,72,2,2,0,0,0,0,0,2,1,10,0
1,128,87,2,3,0,2,3,1,1,2,0,10,0
0,128,80,2,2,2,0,0,2,1,1,1,10,0
3,128,66,1,1,1,0,3,1,0,0,1,20,0
3,256,98,1,0,0,0,3,0,1,0,0,70,1
1,512,98,0,2,2,2,2,1,1,1,0,10,0
3,128,52,0,1,0,2,2,0,1,2,0,10,0
2,256,75,0,1,0,2,1,0,0,0,1,75,2
3,128,62,0,1,1,0,1,2,0,0,0,40,0
1,64,93,1,0,2,2,2,1,0,1,1,10,0
1,128,87,2,1,1,2,1,2,1,2,1,10,0
2,64,71,1,3,1,0,0,1,1,0,1,10,0
3,256,70,0,1,2,1,0,1,0,2,0,10,0
3,256,78,1,1,1,0,0,1,1,1,0,10,0
0,512,94,2,2,0,0,0,0,1,1,0,10,0
4,128,95,1,2,2,0,0,2,0,2,0,10,0
1,256,88,2,2,2,1,3,2,1,0,0,10,0
0,512,54,0,1,0,0,0,2,1,0,1,55,1
1,128,63,1,1,0,0,1,0,0,0,0,80,2
0,256,67,0,3,0,1,2,1,1,2,0,10,0
4,64,53,0,0,1,0,2,1,1,2,0,10,0
0,256,82,2,1,1,0,1,0,1,0,1,50,1
1,64,88,2,0,1,0,1,1,1,1,0,10,0
3,512,69,0,1,1,1,1,1,1,1,1,10,0
1,512,62,2,0,1,0,2,2,1,0,1,10,0
2,128,85,2,2,1,1,1,0,1,2,0,10,0
2,128,94,0,1,2,1,1,1,1,0,0,25,0
2,128,53,0,3,2,2,3,0,1,1,1,10,0
2,512,84,2,0,2,0,3,0,1,1,0,10,0
4,64,57,0,2,2,0,3,1,1,1,1,10,0
3,128,89,0,3,2,2,2,1,0,0,1,10,0
3,128,98,2,2,2,2,1,0,1,0,0,10,0
1,512,96,1,1,1,0,0,0,0,1,1,35,0
0,64,85,1,3,2,0,2,1,1,1,0,10,0
1,256,55,0,0,0,2,3,2,1,1,1,10,0
1,128,71,2,0,2,0,3,1,1,1,1,10,0
1,256,55,0,3,0,0,2,0,0,2,1,10,0
1,256,91,2,0,0,0,2,0,1,0,0,55,1
3,128,85,0,2,2,2,1,1,0,2,1,10,0
0,512,58,0,3,1,2,2,1,1,1,1,10,0
1,128,65,2,0,1,1,0,0,0,1,0,10,0
3,64,88,0,2,0,1,0,0,1,2,1,10,0
1,64,95,1,0,1,0,2,0,0,2,1,15,0
2,128,87,1,2,0,0,0,2,0,2,0,15,0
1,256,82,2,1,1,1,1,2,0,1,0,10,0
1,64,67,0,2,1,1,2,0,1,0,1,10,0
4,64,61,1,0,1,1,0,0,1,0,0,20,0
2,128,76,2,2,1,0,3,1,0,2,1,10,0
0,128,96,2,0,2,0,1,0,0,2,1,20,0
1,512,50,2,3,2,1,2,2,0,2,0,10,0
0,128,64,1,3,2,2,2,0,0,1,0,10,0
2,128,96,1,1,0,1,2,2,1,2,1,10,0
1,64,76,1,2,2,2,3,1,1,1,1,10,0
4,64,65,1,1,2,2,0,2,1,0,0,10,0
3,64,70,0,3,2,0,2,1,1,1,1,10,0
4,256,50,1,2,1,2,0,2,0,2,0,10,0
4,64,78,2,2,1,2,1,2,1,1,0,10,0
3,64,52,0,1,1,1,3,2,1,1,1,10,0
3,128,61,1,1,1,1,3,2,0,1,1,10,0
3,512,77,0,2,1,2,1,2,0,1,0,10,0
1,64,88,2,2,2,1,1,1,1,1,1,10,0
0,512,86,1,2,2,1,2,0,0,1,0,10,0
0,64,80,0,1,1,1,1,1,1,0,0,25,0
3,64,80,1,0,1,1,3,0,1,0,0,20,0
4,512,82,0,3,2,2,0,1,0,0,1,10,0
2,128,82,0,3,2,2,0,2,1,2,0,10,0
3,64,96,2,1,1,2,0,0,0,0,1,35,0
4,512,89,2,2,0,2,0,0,1,2,0,10,0
4,64,60,1,3,1,2,0,1,0,0,1,10,0
1,256,95,1,3,2,0,0,0,0,1,0,10,0
1,256,78,0,3,0,1,3,2,0,1,0,10,0
0,256,74,2,3,1,0,1,0,0,0,1,10,0
0,256,62,2,2,2,2,3,1,0,0,1,10,0
2,128,100,0,1,2,1,2,0,0,2,0,10,0
2,256,93,2,2,2,2,0,1,1,2,1,10,0
2,512,68,2,2,1,0,1,2,0,2,0,10,0
2,64,85,0,3,1,2,1,1,1,1,1,10,0
4,512,77,1,3,0,1,0,1,0,0,1,30,0
4,256,53,1,2,2,2,1,0,0,2,1,10,0
0,128,52,1,2,2,2,0,1,0,0,0,10,0
1,256,87,0,2,0,1,2,1,1,0,0,10,0
1,256,86,1,0,1,0,0,1,0,0,0,60,1
3,128,92,0,3,2,0,2,1,1,1,1,10,0
4,128,74,0,1,0,1,1,1,1,1,1,10,0
2,128,90,2,1,2,1,3,1,0,2,0,10,0
2,128,84,2,1,1,0,1,0,0,0,1,60,1
3,128,78,1,0,1,1,3,0,1,2,0,10,0
1,128,90,0,0,0,0,0,1,0,0,1,85,2
2,64,78,1,1,0,2,1,1,1,0,1,50,1
1,256,61,1,1,2,0,1,1,0,0,1,40,0
3,256,84,2,1,1,1,2,2,1,1,1,10,0
1,128,69,1,2,1,2,0,1,1,1,0,10,0
1,512,66,1,3,0,1,3,0,1,0,0,10,0
1,128,61,2,0,0,0,0,0,0,2,1,25,0
2,64,99,1,0,2,2,2,1,1,2,0,10,0
0,512,85,1,2,1,0,2,0,1,1,0,10,0
4,64,59,0,0,2,2,2,0,1,0,0,10,0
1,512,67,1,1,2,1,0,2,0,1,0,10,0
1,512,79,2,0,0,0,2,1,0,2,1,10,0
1,128,57,2,2,1,2,0,0,1,2,1,10,0
0,64,90,0,3,0,2,2,0,1,1,1,10,0
3,512,100,2,1,2,2,1,1,1,0,0,10,0
2,64,62,2,0,2,0,3,0,0,1,0,10,0
0,128,80,2,1,1,1,0,2,1,1,0,10,0
1,128,55,1,3,1,1,3,1,1,1,1,10,0
0,128,56,0,0,1,2,0,0,0,0,0,30,0
0,128,70,0,1,1,1,0,1,0,0,1,15,0
0,256,87,0,2,0,0,1,0,1,2,0,20,0
3,512,92,0,2,0,1,1,2,1,0,0,20,0
4,256,98,2,3,0,1,0,0,0,0,1,30,0
2,128,100,1,3,0,0,2,2,1,0,1,25,0
3,512,77,2,3,2,0,0,1,0,1,1,10,0
3,512,93,2,0,0,1,0,2,0,2,0,10,0
4,64,70,2,3,0,1,1,1,0,2,0,10,0
3,128,70,2,0,1,1,1,0,1,1,0,10,0
0,256,73,0,1,2,2,3,0,1,2,0,10,0
0,64,76,0,2,0,0,3,0,1,1,1,10,0
1,512,76,1,1,2,2,2,0,0,1,0,10,0
3,256,62,2,2,2,2,3,1,1,0,0,10,0
1,128,99,0,3,2,2,3,1,0,0,0,10,0
2,256,78,1,1,2,2,3,0,1,0,0,20,0
0,256,88,2,1,1,1,2,1,1,2,0,10,0
2,256,77,2,3,1,0,0,1,0,0,0,15,0
4,64,86,0,1,2,1,0,1,1,2,1,10,0
0,512,78,2,0,2,0,2,0,0,0,1,40,0
2,256,97,2,2,2,2,0,2,0,0,0,10,0
4,512,71,0,3,1,0,3,2,0,2,1,10,0
2,64,85,1,0,1,0,3,1,1,2,1,10,0
4,128,79,1,0,2,0,3,2,0,0,1,40,0
4,128,77,0,3,2,0,3,2,1,1,1,10,0
0,256,72,0,1,2,1,0,1,0,2,0,10,0
1,64,82,1,2,2,2,2,1,0,2,1,10,0
4,128,53,1,0,1,1,2,1,0,0,1,10,0
4,64,52,0,1,0,2,2,0,0,0,0,35,0
0,64,81,0,3,0,1,1,2,1,2,0,10,0
1,256,53,0,3,1,1,2,2,0,0,1,10,0
3,256,50,2,2,1,1,1,1,0,1,1,10,0
3,64,61,0,3,0,0,2,0,1,2,1,10,0
1,64,62,2,2,0,0,3,1,0,1,0,10,0
2,256,83,1,3,0,0,2,0,0,2,1,10,0
0,64,78,1,3,2,0,1,2,0,1,0,10,0
1,256,58,0,0,0,1,3,1,1,0,1,10,0
3,512,80,0,1,0,1,1,1,1,0,1,50,1
4,64,56,1,0,2,2,0,2,1,2,0,10,0
3,256,62,1,2,2,0,0,0,1,2,0,10,0
4,64,51,1,0,1,0,0,0,1,1,1,10,0
0,256,82,1,3,2,0,3,2,1,0,1,10,0
4,64,99,0,3,0,0,3,0,0,0,0,50,1
1,128,56,2,1,2,0,1,2,0,1,0,10,0
4,128,67,1,2,1,0,3,2,1,2,1,10,0
2,64,100,1,3,0,1,2,2,1,1,1,10,0
1,128,57,2,1,1,0,1,0,0,1,0,10,0
0,64,61,0,1,1,0,2,1,1,1,1,10,0
1,64,92,2,3,1,1,3,2,1,1,0,10,0
2,512,79,0,3,2,2,2,0,0,2,1,10,0
0,512,58,0,2,2,1,3,2,1,1,0,10,0
3,128,77,0,1,1,0,3,0,0,0,1,55,1
2,512,53,0,1,1,1,2,2,0,2,1,10,0
0,512,88,0,1,1,0,0,0,0,1,0,35,0
4,64,66,1,2,1,1,3,2,1,1,1,10,0
1,256,60,0,1,2,2,1,2,0,0,1,15,0
0,64,51,1,0,2,0,1,2,1,1,0,10,0
1,512,72,0,0,1,1,0,0,1,0,0,20,0
4,64,99,1,1,2,1,2,1,1,0,0,10,0
0,128,71,2,0,0,1,0,2,1,1,1,10,0
3,256,75,2,0,2,0,2,0,1,2,1,10,0
2,512,61,1,2,1,1,0,0,1,2,1,10,0
0,512,81,0,1,2,0,3,0,1,1,1,10,0
4,64,58,1,2,0,0,1,1,0,1,0,10,0
0,64,92,1,1,0,2,0,1,0,2,1,20,0
1,64,54,0,3,2,2,1,1,0,1,0,10,0
0,64,75,2,0,0,1,2,2,0,1,0,10,0
3,512,56,1,2,0,0,0,2,1,0,0,25,0
0,64,78,2,2,2,1,0,0,1,2,0,10,0
2,512,82,2,3,2,0,0,0,0,0,0,30,0
0,64,73,2,3,2,0,0,2,0,2,0,10,0
1,256,74,1,0,1,1,1,0,1,0,1,20,0
0,256,80,1,0,1,0,3,0,0,2,1,15,0
3,64,78,0,1,0,1,1,1,1,2,0,10,0
4,64,54,0,1,0,0,3,2,1,0,1,35,0
0,128,87,1,3,2,1,0,1,0,1,0,10,0
0,256,94,0,0,0,1,3,0,0,2,1,15,0
2,512,60,2,0,2,2,1,2,0,1,0,10,0
3,256,81,2,3,1,2,0,1,0,1,0,10,0
4,512,57,1,3,2,0,1,2,1,0,1,10,0
1,64,69,2,2,0,1,1,0,0,1,1,10,0
0,256,83,1,3,2,1,1,0,0,1,0,10,0
4,256,96,1,2,2,1,3,0,1,2,1,10,0
1,128,91,1,1,2,1,0,2,1,2,0,10,0
3,128,57,2,3,0,1,0,2,1,2,1,10,0
3,256,51,1,3,2,0,1,1,1,1,0,10,0
4,256,70,1,3,2,2,2,2,1,2,1,10,0
1,256,64,0,2,0,1,1,1,1,2,0,10,0
3,512,55,2,3,1,1,3,1,0,2,1,10,0
4,64,54,1,3,1,1,3,1,1,0,1,10,0
3,128,52,0,0,0,0,0,2,0,1,0,25,0
3,64,92,1,0,1,2,2,2,0,0,1,15,0
3,128,92,2,0,2,2,3,2,1,0,1,10,0
2,128,65,0,3,0,1,0,1,1,0,0,10,0
1,128,84,0,0,2,0,2,0,1,2,1,10,0
4,256,58,1,1,2,2,2,1,1,0,1,10,0
4,128,84,1,0,0,2,0,1,0,1,0,20,0
1,64,68,2,3,2,0,3,1,1,0,0,10,0
1,128,92,2,0,0,2,1,2,1,0,1,35,0
1,64,95,1,0,2,0,3,1,0,1,1,10,0
1,128,83,0,0,1,2,3,1,1,2,0,10,0
0,128,88,2,1,2,0,3,1,1,0,1,15,0
4,256,59,2,1,2,1,0,0,0,1,1,10,0
0,64,59,0,2,0,2,0,2,0,0,0,10,0
3,128,69,1,3,1,2,1,1,1,0,0,10,0
3,128,50,2,1,2,2,3,1,0,2,0,10,0
4,64,55,0,1,2,0,3,0,1,1,0,10,0
3,128,95,2,1,1,2,1,2,1,0,0,10,0
1,512,51,0,3,1,2,2,1,0,0,0,10,0
0,256,87,2,2,1,0,2,2,0,1,0,10,0
1,64,82,1,3,1,2,1,1,0,0,1,10,0
3,256,52,0,0,1,2,3,1,0,2,0,10,0
0,512,85,2,2,2,0,0,2,1,1,0,10,0
1,512,62,2,0,1,0,3,0,1,2,1,10,0
4,512,84,0,1,1,0,1,1,1,1,0,10,0
1,64,64,0,3,2,2,1,2,0,0,0,10,0
3,512,94,1,0,0,1,1,1,1,1,0,10,0
